,Match_num,Team_name,Date,Opponent,Score,Location,Record,Home Record,Spread,Over/Under,Money Line
1242,13,Miami Heat,11-Dec,Charlotte,W 132-115,Home,06-Jul,2-0,-8.5,Ov 215.0,1.295857988
1243,14,Miami Heat,Nov-14,Phoenix,W 113-112,Home,07-Jul,2-0,-2.5,Ov 215.5,1.740740741
1244,15,Miami Heat,Nov-16,Toronto,L 104-112,Away,07-Aug,2-0,3,Ov 215.5,2.28
1245,16,Miami Heat,Nov-18,Washington,L 106-107,Away,07-Sep,02-Jan,7.5,Un 216.5,3.56
1246,17,Miami Heat,Nov-20,Cleveland,L 87-113,Away,07-Oct,02-Jan,7.5,Un 212.5,3.48
1247,18,Miami Heat,Nov-21,Minnesota,L 101-105,Away,07-Nov,02-Jan,8.5,Un 220.5,3.8
1248,19,Miami Heat,Nov-23,Washington,W 113-105,Home,08-Nov,03-Jan,-4.5,Ov 209.5,1.574712644
1249,20,Miami Heat,Nov-25,Washington,W 110-107,Home,09-Nov,04-Jan,-3,Ov 213.5,1.595238095
1250,21,Miami Heat,Nov-27,Atlanta,W 106-98,Away,10-Nov,05-Jan,4,Un 225.5,2.45
1251,22,Miami Heat,Nov-30,Boston,L 121-134,Away,10-Dec,05-Jan,9.5,Ov 224.5,4.31
1252,23,Miami Heat,12-Feb,Boston,W 120-116,Away,11-Dec,05-Jan,7,Ov 227.0,3.24
1253,24,Miami Heat,12-May,Memphis,L 93-101,Away,Nov-13,05-Jan,-5,Un 218.5,1.510204082
1254,25,Miami Heat,12-Jun,Detroit,L 96-116,Home,Nov-14,05-Jan,-7.5,Un 220.0,1.342465753
1255,26,Miami Heat,12-Aug,LA Clippers,W 115-110,Home,Dec-14,05-Jan,-6.5,Ov 211.0,1.392156863
1256,27,Miami Heat,12-Oct,San Antonio,L 111-115,Home,Dec-15,05-Jan,-12,Ov 223.0,1.137362637
1257,28,Miami Heat,12-Dec,Indiana,W 87-82,Away,13-15,05-Jan,-3.5,Un 228.5,1.625
1258,29,Miami Heat,Dec-14,Okla City,W 110-108,Away,14-15,05-Jan,-3,Un 222.5,1.740740741
1259,30,Miami Heat,Dec-15,Houston,W 111-108,Away,15-15,05-Jan,-3,Ov 217.5,1.724637681
1260,31,Miami Heat,Dec-17,San Antonio,W 111-101,Away,16-15,05-Jan,-8,Un 222.5,1.333333333
1261,32,Miami Heat,Dec-20,Chicago,L 103-113,Home,16-16,05-Jan,-1.5,Un 221.5,1.840336134
1262,33,Miami Heat,Dec-23,Indiana,L 108-111,Home,16-17,05-Jan,-6,Un 224.5,1.448430493
1263,34,Miami Heat,Dec-26,Minnesota,W 113-110,Home,17-17,05-Jan,1,Ov 221.5,1.909090909
1264,35,Miami Heat,Dec-28,LA Lakers,W 112-98,Home,18-17,05-Jan,-9,Un 228.5,1.289017341
1265,36,Miami Heat,Dec-30,Denver,L 119-124,Away,18-18,05-Jan,4,Ov 224.0,2.52
1266,37,Miami Heat,Dec-31,Utah,W 126-123,Away,19-18,05-Jan,4.5,Ov 225.0,2.58
1267,38,Miami Heat,01-Feb,LA Clippers,W 110-100,Away,20-18,05-Jan,-1,Un 218.5,1.934579439
1268,39,Miami Heat,01-Apr,LA Lakers,L 109-112,Away,20-19,05-Jan,-8.5,Un 223.5,1.280898876
1269,40,Miami Heat,01-Jun,Phoenix,W 104-96,Away,21-19,05-Jan,-1,Un 211.0,1.884955752
1270,41,Miami Heat,01-Aug,Brooklyn,L 101-102,Home,21-20,05-Jan,2,Un 223.5,2.1
1271,42,Miami Heat,01-Oct,Okla City,W 112-111,Home,22-20,05-Jan,-2,Ov 221.0,1.847457627
1272,43,Miami Heat,01-Dec,Milwaukee,W 108-102,Home,23-20,05-Jan,-6,Un 211.5,1.444444444
1273,44,Miami Heat,Jan-14,Milwaukee,W 111-95,Home,24-20,05-Jan,-4,Un 212.5,1.571428571
1274,45,Miami Heat,Jan-16,Atlanta,L 113-121,Away,24-21,05-Feb,1,Ov 223.0,1.952380952
1275,46,Miami Heat,Jan-18,New Orleans,W 124-98,Away,25-21,05-Feb,-3.5,Ov 219.5,1.628930818
1276,47,Miami Heat,Jan-20,Dallas,L 90-115,Away,25-22,05-Feb,-2,Un 218.5,1.8
1277,48,Miami Heat,Jan-22,New Orleans,W 100-96,Home,26-22,05-Feb,-7.5,Un 217.5,1.363636364
1278,49,Miami Heat,Jan-24,Boston,W 98-95,Home,27-22,05-Feb,-2.5,Un 214.5,1.740740741
1279,50,Miami Heat,Jan-27,Orlando,W 110-105,Home,28-22,06-Feb,-8.5,Un 219.0,1.299401198
1280,51,Miami Heat,Jan-29,Charlotte,L 117-122,Away,28-23,06-Mar,-6,Ov 224.0,1.462962963
1281,52,Miami Heat,Jan-31,Cleveland,W 100-97,Away,29-23,06-Mar,4,Un 210.5,2.45
1282,53,Miami Heat,02-Feb,New York,L 104-106,Away,29-24,06-Mar,-3,Un 212.5,1.709219858
1283,54,Miami Heat,02-Apr,Milwaukee,L 115-123,Away,29-25,06-Mar,6,Ov 224.0,2.98
1284,55,Miami Heat,02-Aug,Indiana,W 116-111,Home,30-25,06-Mar,-7,Ov 225.0,1.398406375
1285,56,Miami Heat,02-Oct,Houston,W 97-95,Home,31-25,06-Mar,-12,Un 220.0,1.158982512
1286,57,Miami Heat,02-Nov,Orlando,W 107-103,Away,32-25,07-Mar,-1.5,Un 213.5,1.847457627
1287,58,Miami Heat,Feb-13,Denver,L 108-112,Home,32-26,07-Mar,-1,Ov 217.5,1.952380952
1288,59,Miami Heat,Feb-15,Brooklyn,L 105-116,Away,32-27,07-Mar,1,Ov 210.0,2.11
1289,60,Miami Heat,Feb-24,Milwaukee,L 99-128,Away,32-28,07-Mar,5.5,Ov 223.0,2.75
1290,61,Miami Heat,Feb-25,Charlotte,L 103-108,Away,32-29,07-Apr,-6.5,Un 228.0,1.429184549
1291,62,Miami Heat,Feb-27,Philadelphia,W 101-99,Away,33-29,07-Apr,5.5,Un 218.0,2.79
1292,63,Miami Heat,03-Jan,Philadelphia,L 96-119,Home,33-30,07-Apr,-4,Un 216.0,1.617283951
1293,64,Miami Heat,03-Mar,New York,L 120-122,Home,33-31,07-Apr,-1.5,Ov 216.5,1.869565217
1294,65,Miami Heat,03-Apr,Atlanta,W 117-109,Home,34-31,08-Apr,-3,Un 227.0,1.689655172
1295,66,Miami Heat,03-Jun,Atlanta,W 130-128,Home,35-31,09-Apr,-2.5,Ov 230.5,1.740740741
1296,67,Miami Heat,03-Aug,Cleveland,L 100-104,Home,35-32,09-Apr,1,Un 215.0,2
1297,68,Miami Heat,03-Oct,Cleveland,W 119-115,Home,36-32,09-Apr,-3,Ov 212.0,1.67114094
1298,69,Miami Heat,03-Nov,Orlando,L 114-126,Away,36-33,09-May,-3,Ov 222.0,1.699300699
1299,70,Miami Heat,Mar-13,Utah,W 119-115,Home,37-33,09-May,-8.5,Ov 226.5,1.296735905
1300,71,Miami Heat,Mar-15,Memphis,W 138-119,Home,38-33,09-May,-4.5,Ov 219.5,1.564971751
1301,72,Miami Heat,Mar-18,Chicago,L 99-113,Away,38-34,09-May,-2.5,Un 216.5,1.775193798
1302,73,Miami Heat,Mar-19,Detroit,W 112-100,Away,39-34,09-May,-10,Un 218.5,1.217391304
1303,74,Miami Heat,Mar-22,New York,W 127-120,Home,40-34,09-May,-2,Ov 223.5,1.769230769
1304,75,Miami Heat,Mar-25,Brooklyn,L 100-129,Home,40-35,09-May,-6,Ov 221.5,1.473933649
1305,76,Miami Heat,Mar-28,Toronto,L 92-106,Away,40-36,09-May,6,Un 218.5,3
1306,77,Miami Heat,Mar-29,New York,L 92-101,Away,40-37,09-May,5.5,Un 225.5,2.9
1307,78,Miami Heat,04-Jan,Dallas,W 129-122,Home,41-37,09-May,2.5,Ov 224.5,2.25
1308,79,Miami Heat,04-Apr,Detroit,W 118-105,Away,42-37,09-May,-14,Ov 217.5,1.104712042
1309,80,Miami Heat,04-Jun,Philadelphia,W 129-101,Away,43-37,09-May,2.5,Ov 219.5,2.2
1310,81,Miami Heat,04-Jul,Washington,L 108-114,Away,43-38,09-Jun,-3.5,Ov 218.0,1.609756098
1311,82,Miami Heat,04-Sep,Orlando,W 123-110,Home,44-38,10-Jun,-5,Ov 218.0,1.518134715
1312,1,Milwaukee Bucks,Oct-20,Philadelphia,W 90-88,Away,1-0,0-0,4,Un 224.0,2.61
1313,2,Milwaukee Bucks,Oct-22,Houston,W 125-105,Home,2-0,0-0,-13.5,Ov 227.5,1.092592593
1314,3,Milwaukee Bucks,Oct-26,Brooklyn,W 110-99,Home,3-0,0-0,-3,Un 230.5,1.666666667
1315,4,Milwaukee Bucks,Oct-28,New York,W 119-108,Home,4-0,0-0,-6,Ov 223.5,1.416666667
1316,5,Milwaukee Bucks,Oct-29,Atlanta,W 123-115,Home,5-0,0-0,-5.5,Ov 228.5,1.473933649
1317,6,Milwaukee Bucks,Oct-31,Detroit,W 110-108,Home,6-0,1-0,-13.5,Un 224.5,1.117647059
1318,7,Milwaukee Bucks,11-Feb,Detroit,W 116-91,Home,7-0,2-0,-11.5,Un 223.0,1.16
1319,8,Milwaukee Bucks,11-Apr,Minnesota,W 115-102,Away,8-0,2-0,-2,Un 225.0,1.769230769
1320,9,Milwaukee Bucks,11-May,Okla City,W 108-94,Home,9-0,2-0,-5.5,Un 219.0,1.454545455
1321,10,Milwaukee Bucks,11-Jul,Atlanta,L 98-117,Away,09-Jan,2-0,-5.5,Un 220.0,1.487804878
1322,11,Milwaukee Bucks,11-Sep,Okla City,W 136-132,Away,10-Jan,2-0,-1,Ov 214.0,1.892857143
1323,12,Milwaukee Bucks,11-Nov,San Antonio,L 93-111,Away,10-Feb,2-0,1.5,Un 219.5,2.12
1324,13,Milwaukee Bucks,Nov-14,Atlanta,L 106-121,Home,10-Mar,2-0,-3.5,Ov 225.0,1.613496933
1325,14,Milwaukee Bucks,Nov-16,Cleveland,W 113-98,Home,11-Mar,3-0,-2,Un 218.0,1.8
1326,15,Milwaukee Bucks,Nov-18,Philadelphia,L 102-110,Away,11-Apr,3-0,-1.5,Ov 211.5,1.884955752
1327,16,Milwaukee Bucks,Nov-21,Portland,W 119-111,Home,12-Apr,3-0,-9.5,Ov 214.0,1.234192037
1328,17,Milwaukee Bucks,Nov-23,Chicago,L 113-118,Home,12-May,03-Jan,-7,Ov 224.0,1.357142857
1329,18,Milwaukee Bucks,Nov-25,Cleveland,W 117-102,Home,13-May,04-Jan,-4,Ov 215.0,1.598802395
1330,19,Milwaukee Bucks,Nov-27,Dallas,W 124-115,Home,14-May,04-Jan,-6,Ov 216.0,1.444444444
1331,20,Milwaukee Bucks,Nov-30,New York,W 109-103,Away,15-May,04-Jan,-6,Un 227.5,1.456621005
1332,21,Milwaukee Bucks,12-Feb,LA Lakers,L 129-133,Home,15-Jun,04-Jan,-8.5,Ov 230.5,1.273972603
1333,22,Milwaukee Bucks,12-Mar,Charlotte,W 105-96,Away,16-Jun,04-Jan,-2,Un 220.5,1.819672131
1334,23,Milwaukee Bucks,12-May,Orlando,W 109-102,Away,17-Jun,04-Jan,-10.5,Un 226.0,1.204498978
1335,24,Milwaukee Bucks,12-Jul,Sacramento,W 126-113,Home,18-Jun,04-Jan,-6.5,Ov 236.5,1.406504065
1336,25,Milwaukee Bucks,12-Sep,Dallas,W 106-105,Away,19-Jun,04-Jan,-1,Un 224.5,1.869565217
1337,26,Milwaukee Bucks,12-Nov,Houston,L 92-97,Away,19-Jul,04-Jan,-10,Un 227.0,1.234741784
1338,27,Milwaukee Bucks,Dec-13,Golden State,W 128-111,Home,20-Jul,04-Jan,-3,Ov 232.0,1.724637681
1339,28,Milwaukee Bucks,Dec-15,Memphis,L 101-142,Away,20-Aug,04-Jan,3,Ov 226.5,2.28
1340,29,Milwaukee Bucks,Dec-17,Utah,W 123-97,Home,21-Aug,04-Jan,-2,Un 227.5,1.746268657
1341,30,Milwaukee Bucks,Dec-19,New Orleans,W 128-119,Away,22-Aug,04-Jan,1,Ov 227.5,1.909090909
1342,31,Milwaukee Bucks,Dec-21,Cleveland,L 106-114,Away,22-Sep,04-Feb,2.5,Ov 215.5,2.17
1343,32,Milwaukee Bucks,Dec-23,Brooklyn,L 100-118,Away,22-Oct,04-Feb,2.5,Un 230.5,2.12
1344,33,Milwaukee Bucks,Dec-25,Boston,L 118-139,Away,22-Nov,04-Feb,5.5,Ov 226.5,2.78
1345,34,Milwaukee Bucks,Dec-28,Chicago,L 113-119,Away,22-Dec,04-Mar,-2.5,Ov 230.5,1.714285714
1346,35,Milwaukee Bucks,Dec-30,Minnesota,W 123-114,Home,23-Dec,04-Mar,-7.5,Ov 229.0,1.344827586
1347,36,Milwaukee Bucks,01-Jan,Washington,L 95-118,Home,23-13,04-Mar,-2.5,Un 220.5,1.714285714
1348,37,Milwaukee Bucks,01-Mar,Washington,W 123-113,Home,24-13,04-Mar,-7,Ov 231.5,1.355871886
1349,38,Milwaukee Bucks,01-Apr,Toronto,W 104-101,Away,25-13,04-Mar,5.5,Un 223.5,2.78
1350,39,Milwaukee Bucks,01-Jun,Charlotte,L 109-138,Home,25-14,04-Mar,-10,Ov 230.0,1.218340611
1351,40,Milwaukee Bucks,01-Sep,New York,W 111-107,Away,26-14,04-Mar,1,Un 218.5,2
1352,41,Milwaukee Bucks,01-Nov,Atlanta,W 114-105,Away,27-14,04-Mar,-4.5,Un 227.5,1.581395349
1353,42,Milwaukee Bucks,01-Dec,Miami,L 102-108,Away,27-15,04-Mar,6,Un 211.5,2.9
1354,43,Milwaukee Bucks,Jan-14,Miami,L 95-111,Away,27-16,04-Mar,4,Un 212.5,2.5
1355,44,Milwaukee Bucks,Jan-16,Indiana,W 132-119,Home,28-16,05-Mar,-5,Ov 229.0,1.505050505
1356,45,Milwaukee Bucks,Jan-17,Toronto,W 130-122,Home,29-16,05-Mar,-1.5,Ov 222.0,1.8
1357,46,Milwaukee Bucks,Jan-21,Cleveland,L 102-114,Away,29-17,05-Apr,3,Un 218.0,2.3
1358,47,Milwaukee Bucks,Jan-23,Detroit,W 150-130,Away,30-17,06-Apr,-11,Ov 236.5,1.175438596
1359,48,Milwaukee Bucks,Jan-25,Denver,W 107-99,Home,31-17,06-Apr,-12.5,Un 227.5,1.144300144
1360,49,Milwaukee Bucks,Jan-27,Indiana,W 141-131,Away,32-17,07-Apr,-6.5,Ov 239.0,1.41322314
1361,50,Milwaukee Bucks,Jan-29,New Orleans,W 135-110,Home,33-17,07-Apr,-10.5,Ov 229.5,1.2
1362,51,Milwaukee Bucks,Jan-31,Charlotte,W 124-115,Home,34-17,07-Apr,-11.5,Un 244.5,1.171821306
1363,52,Milwaukee Bucks,02-Feb,LA Clippers,W 106-105,Home,35-17,07-Apr,-4,Un 230.5,1.571428571
1364,53,Milwaukee Bucks,02-Apr,Miami,W 123-115,Home,36-17,07-Apr,-6,Ov 224.0,1.444444444
1365,54,Milwaukee Bucks,02-Jun,Portland,W 127-108,Away,37-17,07-Apr,-4.5,Un 241.0,1.602409639
1366,55,Milwaukee Bucks,02-Sep,LA Lakers,W 115-106,Away,38-17,07-Apr,-8,Un 234.5,1.308641975
1367,56,Milwaukee Bucks,02-Oct,LA Clippers,W 119-106,Away,39-17,07-Apr,-2.5,Un 228.5,1.740740741
1368,57,Milwaukee Bucks,Feb-14,Boston,W 131-125,Home,40-17,07-Apr,-9.5,Ov 226.0,1.225225225
1369,58,Milwaukee Bucks,Feb-16,Chicago,W 112-100,Away,41-17,08-Apr,-7.5,Un 229.5,1.322580645
1370,59,Milwaukee Bucks,Feb-24,Miami,W 128-99,Home,42-17,08-Apr,-5.5,Ov 223.0,1.487804878
1371,60,Milwaukee Bucks,Feb-26,Phoenix,W 104-101,Home,43-17,08-Apr,-3,Un 231.5,1.689655172
1372,61,Milwaukee Bucks,Feb-28,Brooklyn,W 118-104,Away,44-17,08-Apr,-6,Un 232.0,1.429184549
1373,62,Milwaukee Bucks,03-Jan,Orlando,W 139-117,Home,45-17,08-Apr,-8.5,Ov 228.5,1.277777778
1374,63,Milwaukee Bucks,03-Apr,Philadelphia,L 130-133,Home,45-18,08-Apr,-5,Ov 232.5,1.555555556
1375,64,Milwaukee Bucks,03-May,Washington,W 117-111,Away,46-18,08-Apr,-5.5,Un 228.5,1.454545455
1376,65,Milwaukee Bucks,03-Jul,Orlando,W 134-123,Away,47-18,08-Apr,-2.5,Ov 228.5,1.8
1377,66,Milwaukee Bucks,03-Sep,Brooklyn,W 118-113,Home,48-18,08-Apr,-9.5,Un 233.5,1.225225225
1378,67,Milwaukee Bucks,03-Nov,Golden State,L 116-125,Away,48-19,08-Apr,3.5,Ov 240.5,2.41
1379,68,Milwaukee Bucks,Mar-13,Sacramento,W 133-124,Away,49-19,08-Apr,-3.5,Ov 246.5,1.64516129
1380,69,Milwaukee Bucks,Mar-14,Phoenix,W 116-104,Away,50-19,08-Apr,-1,Un 231.5,1.869565217
1381,70,Milwaukee Bucks,Mar-16,Indiana,L 123-139,Home,50-20,08-May,-12,Ov 236.0,1.138121547
1382,71,Milwaukee Bucks,Mar-19,Toronto,W 118-111,Home,51-20,08-May,-7,Un 234.0,1.357142857
1383,72,Milwaukee Bucks,Mar-22,San Antonio,W 130-94,Home,52-20,08-May,-19,Un 237.5,1.051046452
1384,73,Milwaukee Bucks,Mar-24,Utah,W 144-116,Away,53-20,08-May,-9.5,Ov 234.0,1.231481481
1385,74,Milwaukee Bucks,Mar-25,Denver,L 106-129,Away,53-21,08-May,3.5,Un 237.5,2.4
1386,75,Milwaukee Bucks,Mar-27,Detroit,W 126-117,Away,54-21,09-May,-12,Ov 226.5,1.16
1387,76,Milwaukee Bucks,Mar-29,Indiana,W 149-136,Away,55-21,10-May,-13,Ov 237.0,1.133333333
1388,77,Milwaukee Bucks,Mar-30,Boston,L 99-140,Home,55-22,10-May,-2,Ov 238.0,1.763358779
1389,78,Milwaukee Bucks,04-Feb,Philadelphia,W 117-104,Home,56-22,10-May,-5,Un 236.0,1.526315789
1390,79,Milwaukee Bucks,04-Apr,Washington,W 140-128,Away,57-22,10-May,-14.5,Ov 230.5,1.101419878
1391,80,Milwaukee Bucks,04-May,Chicago,W 105-92,Home,58-22,11-May,-5.5,Un 230.5,1.510204082
1392,81,Milwaukee Bucks,04-Jul,Memphis,L 114-137,Home,58-23,11-May,7.5,Ov 230.0,3.35
1393,82,Milwaukee Bucks,04-Sep,Toronto,L 105-121,Away,58-24,11-May,4,Ov 221.0,2.45
1394,1,Minnesota Timberwolves,Oct-19,Okla City,W 115-108,Home,1-0,1-0,-11,Un 226.0,1.166666667
1395,2,Minnesota Timberwolves,Oct-21,Utah,L 126-132,Home,01-Jan,01-Jan,-8,Ov 226.5,1.299401198
1396,3,Minnesota Timberwolves,Oct-23,Okla City,W 116-106,Away,02-Jan,02-Jan,-9.5,Un 225.5,1.224719101
1397,4,Minnesota Timberwolves,Oct-24,San Antonio,L 106-115,Home,02-Feb,02-Jan,-8.5,Un 234.5,1.284900285
1398,5,Minnesota Timberwolves,Oct-26,San Antonio,W 134-122,Home,03-Feb,02-Jan,-9.5,Ov 235.0,1.222222222
1399,6,Minnesota Timberwolves,Oct-28,LA Lakers,W 111-102,Home,04-Feb,02-Jan,-8,Un 232.5,1.305810398
1400,7,Minnesota Timberwolves,Oct-30,San Antonio,L 98-107,Away,04-Mar,02-Jan,-6,Un 237.5,1.429184549
1401,8,Minnesota Timberwolves,11-Jan,Phoenix,L 107-116,Away,04-Apr,02-Jan,4,Un 227.5,2.46
1402,9,Minnesota Timberwolves,11-Apr,Milwaukee,L 102-115,Home,04-May,02-Jan,2,Un 225.0,2.1
1403,10,Minnesota Timberwolves,11-May,Houston,W 129-117,Home,05-May,02-Jan,-8,Ov 234.5,1.317460317
1404,11,Minnesota Timberwolves,11-Jul,New York,L 107-120,Home,05-Jun,02-Jan,-2.5,Un 235.0,1.689655172
1405,12,Minnesota Timberwolves,11-Sep,Phoenix,L 117-129,Home,05-Jul,02-Jan,-2,Ov 224.0,1.769230769
1406,13,Minnesota Timberwolves,11-Nov,Memphis,L 103-114,Away,05-Aug,02-Jan,4,Un 233.5,2.48
1407,14,Minnesota Timberwolves,Nov-13,Cleveland,W 129-124,Away,06-Aug,02-Jan,1,Ov 221.0,2
1408,15,Minnesota Timberwolves,Nov-16,Orlando,W 126-108,Away,07-Aug,02-Jan,-8,Ov 224.0,1.317460317
1409,16,Minnesota Timberwolves,Nov-19,Philadelphia,W 112-109,Away,08-Aug,02-Jan,-3.5,Ov 218.0,1.689655172
1410,17,Minnesota Timberwolves,Nov-21,Miami,W 105-101,Home,09-Aug,02-Jan,-8.5,Un 220.5,1.285714286
1411,18,Minnesota Timberwolves,Nov-23,Indiana,W 115-101,Away,10-Aug,02-Jan,-1.5,Un 237.5,1.78125
1412,19,Minnesota Timberwolves,Nov-25,Charlotte,L 108-110,Away,10-Sep,02-Jan,-6.5,Un 226.5,1.425531915
1413,20,Minnesota Timberwolves,Nov-27,Golden State,L 114-137,Home,10-Oct,02-Jan,2,Ov 237.5,2
1414,21,Minnesota Timberwolves,Nov-28,Washington,L 127-142,Away,10-Nov,02-Jan,1,Ov 227.5,1.99009901
1415,22,Minnesota Timberwolves,Nov-30,Memphis,W 109-101,Home,11-Nov,02-Jan,3,Un 232.0,2.32
1416,23,Minnesota Timberwolves,12-Mar,Okla City,L 128-135,Home,11-Dec,02-Feb,-5,Ov 233.5,1.487804878
1417,24,Minnesota Timberwolves,12-Jul,Indiana,W 121-115,Home,12-Dec,02-Feb,-4.5,Un 237.5,1.568181818
1418,25,Minnesota Timberwolves,12-Sep,Utah,W 118-108,Away,13-Dec,03-Feb,-1,Un 234.5,1.961538462
1419,26,Minnesota Timberwolves,12-Oct,Portland,L 118-124,Away,13-13,03-Mar,5,Ov 230.0,2.74
1420,27,Minnesota Timberwolves,12-Dec,Portland,L 112-133,Away,13-14,03-Apr,3.5,Ov 230.0,2.46
1421,28,Minnesota Timberwolves,Dec-14,LA Clippers,L 88-99,Away,13-15,03-Apr,7,Un 221.5,3.32
1422,29,Minnesota Timberwolves,Dec-16,Okla City,W 112-110,Away,14-15,04-Apr,5,Un 235.0,2.65
1423,30,Minnesota Timberwolves,Dec-18,Chicago,W 150-126,Home,15-15,04-Apr,1.5,Ov 233.0,2.02
1424,31,Minnesota Timberwolves,Dec-19,Dallas,W 116-106,Home,16-15,04-Apr,5.5,Un 231.0,2.9
1425,32,Minnesota Timberwolves,Dec-21,Dallas,L 99-104,Home,16-16,04-Apr,2.5,Un 228.5,2.2
1426,33,Minnesota Timberwolves,Dec-23,Boston,L 109-121,Away,16-17,04-Apr,9.5,Ov 228.5,4.51
1427,34,Minnesota Timberwolves,Dec-26,Miami,L 110-113,Away,16-18,04-Apr,-1,Ov 221.5,1.909090909
1428,35,Minnesota Timberwolves,Dec-28,New Orleans,L 118-119,Away,16-19,04-Apr,6.5,Ov 233.5,3.03
1429,36,Minnesota Timberwolves,Dec-30,Milwaukee,L 114-123,Away,16-20,04-Apr,7.5,Ov 229.0,3.45
1430,37,Minnesota Timberwolves,Dec-31,Detroit,L 104-116,Home,16-21,04-Apr,-7,Un 233.0,1.363636364
1431,38,Minnesota Timberwolves,01-Feb,Denver,W 124-111,Home,17-21,05-Apr,4.5,Ov 231.0,2.5
1432,39,Minnesota Timberwolves,01-Apr,Portland,W 113-106,Home,18-21,06-Apr,1,Un 234.0,1.952380952
1433,40,Minnesota Timberwolves,01-Jun,LA Clippers,W 128-115,Home,19-21,06-Apr,-5.5,Ov 223.5,1.476190476
1434,41,Minnesota Timberwolves,01-Aug,Houston,W 104-96,Away,20-21,06-Apr,-4,Un 232.5,1.602409639
1435,42,Minnesota Timberwolves,01-Nov,Detroit,L 118-135,Away,20-22,06-Apr,-6.5,Ov 234.0,1.446428571
1436,43,Minnesota Timberwolves,Jan-13,Phoenix,W 121-116,Home,21-22,06-Apr,-6.5,Ov 222.5,1.416666667
1437,44,Minnesota Timberwolves,Jan-14,Cleveland,W 110-102,Home,22-22,06-Apr,4,Un 225.0,2.55
1438,45,Minnesota Timberwolves,Jan-16,Utah,L 125-126,Home,22-23,06-May,-4,Ov 232.0,1.581395349
1439,46,Minnesota Timberwolves,Jan-18,Denver,L 118-122,Away,22-24,06-Jun,9,Un 241.0,4.25
1440,47,Minnesota Timberwolves,Jan-19,Toronto,W 128-126,Home,23-24,06-Jun,4,Ov 233.5,2.6
1441,48,Minnesota Timberwolves,Jan-21,Houston,W 113-104,Home,24-24,06-Jun,-8,Un 240.0,1.322580645
1442,49,Minnesota Timberwolves,Jan-23,Houston,L 114-119,Away,24-25,06-Jun,-6,Ov 232.5,1.483091787
1443,50,Minnesota Timberwolves,Jan-25,New Orleans,W 111-102,Away,25-25,06-Jun,2.5,Un 228.5,2.2
1444,51,Minnesota Timberwolves,Jan-27,Memphis,W 111-100,Home,26-25,06-Jun,1.5,Un 236.0,1.970873786
1445,52,Minnesota Timberwolves,Jan-28,Sacramento,W 117-110,Home,27-25,06-Jun,1,Un 238.5,2.01
1446,53,Minnesota Timberwolves,Jan-30,Sacramento,L 111-118,Home,27-26,06-Jun,1,Un 236.0,1.99009901
1447,54,Minnesota Timberwolves,02-Jan,Golden State,W 119-114,Home,28-26,06-Jun,5.5,Un 241.5,2.76
1448,55,Minnesota Timberwolves,02-Mar,Orlando,L 120-127,Home,28-27,06-Jun,-5.5,Ov 229.5,1.512820513
1449,56,Minnesota Timberwolves,02-May,Denver,W 128-98,Home,29-27,07-Jun,-9,Ov 225.5,1.280112045
1450,57,Minnesota Timberwolves,02-Jul,Denver,L 112-146,Away,29-28,07-Jul,8,Ov 232.5,3.8
1451,58,Minnesota Timberwolves,02-Aug,Utah,W 143-118,Away,30-28,08-Jul,8,Ov 232.5,3.6
1452,59,Minnesota Timberwolves,02-Oct,Memphis,L 107-128,Away,30-29,08-Jul,6.5,Ov 231.0,3
1453,60,Minnesota Timberwolves,Feb-13,Dallas,W 124-121,Away,31-29,08-Jul,6,Ov 232.0,2.9
1454,61,Minnesota Timberwolves,Feb-16,Washington,L 106-114,Home,31-30,08-Jul,-3.5,Un 233.0,1.625
1455,62,Minnesota Timberwolves,Feb-24,Charlotte,L 113-121,Home,31-31,08-Jul,-6.5,Un 240.5,1.395256917
1456,63,Minnesota Timberwolves,Feb-26,Golden State,L 104-109,Away,31-32,08-Jul,2,Un 236.5,2.04
1457,64,Minnesota Timberwolves,Feb-28,LA Clippers,W 108-101,Away,32-32,08-Jul,6.5,Un 231.0,3
1458,65,Minnesota Timberwolves,03-Mar,LA Lakers,W 110-102,Away,33-32,08-Jul,-1.5,Un 226.5,1.793650794
1459,66,Minnesota Timberwolves,03-Apr,Sacramento,W 138-134,Away,34-32,08-Jul,4,Ov 238.0,2.51
1460,67,Minnesota Timberwolves,03-Jul,Philadelphia,L 94-117,Home,34-33,08-Jul,-3,Un 227.0,1.666666667
1461,68,Minnesota Timberwolves,03-Oct,Brooklyn,L 123-124,Home,34-34,08-Jul,-4.5,Ov 226.0,1.574712644
1462,69,Minnesota Timberwolves,Mar-13,Atlanta,W 136-115,Away,35-34,08-Jul,4.5,Ov 241.0,2.6
1463,70,Minnesota Timberwolves,Mar-15,Boston,L 102-104,Home,35-35,08-Jul,4,Un 231.0,2.43
1464,71,Minnesota Timberwolves,Mar-17,Chicago,L 131-139,Away,35-36,08-Jul,2.5,Ov 222.5,2.3
1465,72,Minnesota Timberwolves,Mar-18,Toronto,L 107-122,Away,35-37,08-Jul,9.5,Ov 222.0,4.29
1466,73,Minnesota Timberwolves,Mar-20,New York,W 140-134,Away,36-37,08-Jul,8,Ov 227.5,3.74
1467,74,Minnesota Timberwolves,Mar-22,Atlanta,W 125-124,Home,37-37,08-Jul,-3.5,Ov 242.0,1.632911392
