,Match_num,Team_name,Date,Opponent,Score,Location,Record,Home Record,Spread,Over/Under,Money Line
228,65,Brooklyn Nets,03-Jul,Houston,W 118-96,Away,37-28,07-Aug,-6.5,Un 231.0,1.416666667
229,66,Brooklyn Nets,03-Sep,Milwaukee,L 113-118,Away,37-29,07-Aug,9.5,Un 233.5,4.65
230,67,Brooklyn Nets,03-Oct,Minnesota,W 124-123,Away,38-29,07-Aug,4.5,Ov 226.0,2.56
231,68,Brooklyn Nets,03-Dec,Denver,W 122-120,Away,39-29,07-Aug,9,Ov 229.0,4.2
232,69,Brooklyn Nets,Mar-14,Okla City,L 107-121,Away,39-30,07-Aug,1,Un 233.0,2.03
233,70,Brooklyn Nets,Mar-16,Sacramento,L 96-101,Home,39-31,07-Aug,-3,Un 237.5,1.680272109
234,71,Brooklyn Nets,Mar-19,Denver,L 102-108,Home,39-32,07-Aug,3,Un 228.5,2.26
235,72,Brooklyn Nets,Mar-21,Cleveland,L 109-115,Home,39-33,07-Aug,4,Ov 217.0,2.49
236,73,Brooklyn Nets,Mar-23,Cleveland,L 114-116,Home,39-34,07-Aug,3,Ov 219.0,2.39
237,74,Brooklyn Nets,Mar-25,Miami,W 129-100,Away,40-34,07-Aug,6,Ov 221.5,2.87
238,75,Brooklyn Nets,Mar-26,Orlando,L 106-119,Away,40-35,07-Aug,1.5,Un 226.5,2.05
239,76,Brooklyn Nets,Mar-29,Houston,W 123-114,Home,41-35,07-Aug,-10.5,Ov 230.5,1.181818182
240,77,Brooklyn Nets,Mar-31,Atlanta,W 124-107,Home,42-35,07-Aug,1,Un 239.5,1.980392157
241,78,Brooklyn Nets,04-Feb,Utah,W 111-110,Home,43-35,07-Aug,-7.5,Un 230.5,1.344827586
242,79,Brooklyn Nets,04-Apr,Minnesota,L 102-107,Home,43-36,07-Aug,3,Un 225.0,2.2
243,80,Brooklyn Nets,04-May,Detroit,W 123-108,Away,44-36,07-Aug,-11,Ov 217.5,1.187969925
244,81,Brooklyn Nets,04-Jul,Orlando,W 101-84,Home,45-36,07-Aug,-9.5,Un 221.5,1.222222222
245,82,Brooklyn Nets,04-Sep,Philadelphia,L 105-134,Home,45-37,07-Sep,-1.5,Ov 219.0,1.840336134
246,1,Charlotte Hornets,Oct-19,San Antonio,W 129-102,Away,1-0,0-0,-1,Ov 221.5,1.925925926
247,2,Charlotte Hornets,Oct-21,New Orleans,L 112-124,Home,01-Jan,0-0,7,Ov 226.5,3.3
248,3,Charlotte Hornets,Oct-23,Atlanta,W 126-109,Away,02-Jan,1-0,10,Ov 227.5,4.6
249,4,Charlotte Hornets,Oct-26,New York,L 131-134,Away,02-Feb,1-0,7.5,Ov 224.5,3.55
250,5,Charlotte Hornets,Oct-28,Orlando,L 93-113,Away,02-Mar,01-Jan,-1.5,Un 220.5,1.833333333
251,6,Charlotte Hornets,Oct-29,Golden State,W 120-113,Home,03-Mar,01-Jan,10,Un 233.5,4.9
252,7,Charlotte Hornets,Oct-31,Sacramento,L 108-115,Home,03-Apr,01-Jan,3.5,Un 231.5,2.44
253,8,Charlotte Hornets,11-Feb,Chicago,L 88-106,Away,03-May,01-Jan,6,Un 225.0,3
254,9,Charlotte Hornets,11-Apr,Memphis,L 99-130,Away,03-Jun,01-Jan,11.5,Ov 226.5,5.6
255,10,Charlotte Hornets,11-May,Brooklyn,L 94-98,Home,03-Jul,01-Jan,3.5,Un 223.5,2.47
256,11,Charlotte Hornets,11-Jul,Washington,L 100-108,Home,03-Aug,01-Feb,-2,Un 213.5,1.8
257,12,Charlotte Hornets,11-Sep,Portland,L 95-105,Home,03-Sep,01-Feb,2,Un 221.0,2.07
258,13,Charlotte Hornets,11-Oct,Miami,L 112-117,Away,03-Oct,01-Mar,10.5,Ov 212.5,5.18
259,14,Charlotte Hornets,11-Dec,Miami,L 115-132,Away,03-Nov,01-Apr,8.5,Ov 215.0,3.87
260,15,Charlotte Hornets,Nov-14,Orlando,W 112-105,Away,04-Nov,02-Apr,-1.5,Un 225.0,1.826446281
261,16,Charlotte Hornets,Nov-16,Indiana,L 113-125,Home,04-Dec,02-Apr,1,Ov 236.5,1.980392157
262,17,Charlotte Hornets,Nov-18,Cleveland,L 122-132,Away,Apr-13,02-Apr,10,Ov 219.5,4.69
263,18,Charlotte Hornets,Nov-20,Washington,L 102-106,Away,Apr-14,02-May,5,Un 221.0,2.65
264,19,Charlotte Hornets,Nov-23,Philadelphia,W 107-101,Home,May-14,02-May,-4,Un 215.5,1.588235294
265,20,Charlotte Hornets,Nov-25,Minnesota,W 110-108,Home,Jun-14,02-May,6.5,Un 226.5,3.06
266,21,Charlotte Hornets,Nov-28,Boston,L 105-140,Away,Jun-15,02-May,11,Ov 225.0,5.54
267,22,Charlotte Hornets,12-Feb,Washington,W 117-116,Home,Jul-15,03-May,4,Ov 225.5,2.45
268,23,Charlotte Hornets,12-Mar,Milwaukee,L 96-105,Home,Jul-16,03-May,2,Un 220.5,2.11
269,24,Charlotte Hornets,12-May,LA Clippers,L 117-119,Home,Jul-17,03-May,6.5,Ov 218.0,3.06
270,25,Charlotte Hornets,12-Jul,Brooklyn,L 116-122,Away,Jul-18,03-May,10.5,Ov 223.5,4.75
271,26,Charlotte Hornets,12-Sep,New York,L 102-121,Home,Jul-19,03-May,3.5,Un 224.0,2.45
272,27,Charlotte Hornets,12-Nov,Philadelphia,L 113-131,Away,Jul-20,03-May,10.5,Ov 220.5,5.18
273,28,Charlotte Hornets,Dec-14,Detroit,L 134-141,Home,Jul-21,03-May,-4.5,Ov 230.0,1.561797753
274,29,Charlotte Hornets,Dec-16,Atlanta,L 106-125,Home,Jul-22,03-Jun,-2.5,Un 240.5,1.714285714
275,30,Charlotte Hornets,Dec-18,Denver,L 115-119,Away,Jul-23,03-Jun,9,Un 235.0,4.15
276,31,Charlotte Hornets,Dec-19,Sacramento,W 125-119,Away,Aug-23,03-Jun,10,Ov 241.5,4.57
277,32,Charlotte Hornets,Dec-21,LA Clippers,L 105-126,Away,Aug-24,03-Jun,9,Ov 228.0,4.01
278,33,Charlotte Hornets,Dec-23,LA Lakers,W 134-130,Away,Sep-24,03-Jun,2.5,Ov 242.5,2.24
279,34,Charlotte Hornets,Dec-26,Portland,L 113-124,Away,Sep-25,03-Jun,5.5,Un 238.5,2.75
280,35,Charlotte Hornets,Dec-27,Golden State,L 105-110,Away,Sep-26,03-Jun,5,Un 240.0,2.73
281,36,Charlotte Hornets,Dec-29,Okla City,W 121-113,Home,Oct-26,03-Jun,-2.5,Un 238.5,1.740740741
282,37,Charlotte Hornets,Dec-31,Brooklyn,L 106-123,Home,Oct-27,03-Jun,6,Un 237.5,3
283,38,Charlotte Hornets,01-Feb,LA Lakers,L 115-121,Home,Oct-28,03-Jun,-2,Un 241.0,1.793650794
284,39,Charlotte Hornets,01-Apr,Memphis,L 107-131,Home,Oct-29,03-Jun,7,Ov 236.5,3.3
285,40,Charlotte Hornets,01-Jun,Milwaukee,W 138-109,Away,Nov-29,03-Jun,10,Ov 230.0,4.75
286,41,Charlotte Hornets,01-Aug,Indiana,L 111-116,Away,Nov-30,03-Jun,5.5,Un 240.5,2.77
287,42,Charlotte Hornets,01-Oct,Toronto,L 120-132,Away,Nov-31,03-Jun,8,Ov 229.5,3.53
288,43,Charlotte Hornets,01-Dec,Toronto,L 114-124,Away,Nov-32,03-Jun,8,Ov 229.5,3.45
289,44,Charlotte Hornets,Jan-14,Boston,L 106-122,Home,Nov-33,03-Jun,8,Un 232.5,3.4
290,45,Charlotte Hornets,Jan-16,Boston,L 118-130,Home,Nov-34,03-Jun,8.5,Ov 230.5,3.78
291,46,Charlotte Hornets,Jan-18,Houston,W 122-117,Away,Dec-34,03-Jun,-3,Ov 236.5,1.689655172
292,47,Charlotte Hornets,Jan-21,Atlanta,W 122-118,Away,13-34,04-Jun,7.5,Ov 234.5,3.41
293,48,Charlotte Hornets,Jan-23,Utah,L 102-120,Away,13-35,04-Jun,9,Un 236.5,3.89
294,49,Charlotte Hornets,Jan-24,Phoenix,L 97-128,Away,13-36,04-Jun,7.5,Ov 223.0,3.42
295,50,Charlotte Hornets,Jan-26,Chicago,W 111-96,Home,14-36,04-Jun,3,Un 236.0,2.33
296,51,Charlotte Hornets,Jan-29,Miami,W 122-117,Home,15-36,05-Jun,6,Ov 224.0,2.91
297,52,Charlotte Hornets,Jan-31,Milwaukee,L 115-124,Away,15-37,05-Jun,11.5,Un 244.5,5.6
298,53,Charlotte Hornets,02-Feb,Chicago,L 98-114,Away,15-38,05-Jun,6.5,Un 238.5,3
299,54,Charlotte Hornets,02-Mar,Detroit,L 112-118,Away,15-39,05-Jun,-1.5,Un 240.5,1.909090909
300,55,Charlotte Hornets,02-May,Orlando,L 113-119,Home,15-40,05-Jul,-2,Un 236.0,1.8
301,56,Charlotte Hornets,02-Aug,Washington,L 104-118,Away,15-41,05-Aug,3.5,Un 235.0,2.38
302,57,Charlotte Hornets,02-Oct,Boston,L 116-127,Away,15-42,05-Aug,10.5,Ov 227.0,4.99
303,58,Charlotte Hornets,02-Nov,Denver,L 105-119,Home,15-43,05-Aug,7,Un 237.5,3.3
304,59,Charlotte Hornets,Feb-13,Atlanta,W 144-138,Home,16-43,06-Aug,5.5,Ov 241.5,2.67
305,60,Charlotte Hornets,Feb-15,San Antonio,W 120-110,Home,17-43,06-Aug,-5.5,Un 243.5,1.476190476
306,61,Charlotte Hornets,Feb-24,Minnesota,W 121-113,Away,18-43,06-Aug,6.5,Un 240.5,3.21
307,62,Charlotte Hornets,Feb-25,Miami,W 108-103,Home,19-43,07-Aug,6.5,Un 228.0,3.05
308,63,Charlotte Hornets,Feb-27,Detroit,W 117-106,Home,20-43,07-Aug,-7,Un 234.0,1.363636364
309,64,Charlotte Hornets,03-Jan,Phoenix,L 91-105,Home,20-44,07-Aug,10.5,Un 228.0,4.65
310,65,Charlotte Hornets,03-Mar,Orlando,L 106-117,Home,20-45,07-Sep,4,Un 225.0,2.45
311,66,Charlotte Hornets,03-May,Brooklyn,L 86-102,Away,20-46,07-Sep,8,Un 229.0,3.7
312,67,Charlotte Hornets,03-Jul,New York,W 112-105,Away,21-46,07-Sep,10,Un 225.0,4.3
313,68,Charlotte Hornets,03-Sep,Detroit,W 113-103,Away,22-46,07-Sep,-3.5,Un 225.5,1.714285714
314,69,Charlotte Hornets,03-Nov,Utah,L 111-119,Home,22-47,07-Sep,1,Ov 228.5,1.970873786
315,70,Charlotte Hornets,03-Dec,Cleveland,L 108-114,Home,22-48,07-Sep,10,Ov 220.5,4.86
316,71,Charlotte Hornets,Mar-14,Cleveland,L 104-120,Home,22-49,07-Sep,5.5,Ov 218.5,2.78
317,72,Charlotte Hornets,Mar-17,Philadelphia,L 82-121,Home,22-50,07-Sep,10.5,Un 228.5,4.75
318,73,Charlotte Hornets,Mar-20,Indiana,W 115-109,Home,23-50,07-Sep,2,Un 235.0,2.18
319,74,Charlotte Hornets,Mar-23,New Orleans,L 96-115,Away,23-51,07-Sep,9,Un 226.0,4.33
320,75,Charlotte Hornets,Mar-24,Dallas,W 117-109,Away,24-51,07-Sep,16,Un 228.5,8.5
321,76,Charlotte Hornets,Mar-26,Dallas,W 110-104,Home,25-51,07-Sep,12.5,Un 232.0,6.18
322,77,Charlotte Hornets,Mar-28,Okla City,W 137-134,Away,26-51,07-Sep,10,Ov 226.5,4.1
323,78,Charlotte Hornets,Mar-31,Chicago,L 91-121,Home,26-52,07-Sep,11.5,Un 223.5,5.46
324,79,Charlotte Hornets,04-Feb,Toronto,L 108-128,Home,26-53,07-Sep,15.5,Ov 220.5,9.08
325,80,Charlotte Hornets,04-Apr,Toronto,L 100-120,Home,26-54,07-Sep,15.5,Un 222.5,9.7
326,81,Charlotte Hornets,04-Jul,Houston,L 109-112,Home,26-55,07-Sep,5.5,Un 230.5,2.85
327,82,Charlotte Hornets,04-Sep,Cleveland,W 106-95,Away,27-55,07-Sep,6.5,Un 216.0,3.1
328,1,Chicago Bulls,Oct-19,Miami,W 116-108,Away,1-0,0-0,7.5,Ov 216.0,3.45
329,2,Chicago Bulls,Oct-21,Washington,L 100-102,Away,01-Jan,0-0,2,Un 221.0,2.13
330,3,Chicago Bulls,Oct-22,Cleveland,L 96-128,Home,01-Feb,0-1,1.5,Ov 220.5,2.05
331,4,Chicago Bulls,Oct-24,Boston,W 120-102,Home,02-Feb,0-1,5.5,Un 226.0,2.8
332,5,Chicago Bulls,Oct-26,Indiana,W 124-109,Home,03-Feb,01-Jan,-7,Un 233.5,1.363636364
333,6,Chicago Bulls,Oct-28,San Antonio,L 124-129,Away,03-Mar,01-Jan,-4,Ov 230.0,1.595238095
334,7,Chicago Bulls,Oct-29,Philadelphia,L 109-114,Home,03-Apr,01-Jan,2.5,Ov 221.5,2.21
335,8,Chicago Bulls,11-Jan,Brooklyn,W 108-99,Away,04-Apr,01-Jan,2,Un 232.5,2.17
336,9,Chicago Bulls,11-Feb,Charlotte,W 106-88,Home,05-Apr,01-Jan,-6,Un 225.0,1.4
337,10,Chicago Bulls,11-Apr,Boston,L 119-123,Away,05-May,01-Jan,7.5,Ov 223.5,3.35
338,11,Chicago Bulls,11-Jun,Toronto,L 104-113,Away,05-Jun,01-Jan,4,Un 219.5,2.5
339,12,Chicago Bulls,11-Jul,Toronto,W 111-97,Home,06-Jun,01-Jan,-2,Un 221.5,1.763358779
340,13,Chicago Bulls,11-Sep,New Orleans,L 111-115,Home,06-Jul,01-Jan,2,Un 232.0,2.07
341,14,Chicago Bulls,Nov-13,Denver,L 103-126,Home,06-Aug,01-Jan,1.5,Un 231.5,2.06
342,15,Chicago Bulls,Nov-16,New Orleans,L 110-124,Away,06-Sep,01-Jan,1.5,Ov 226.0,2.1
343,16,Chicago Bulls,Nov-18,Orlando,L 107-108,Home,06-Oct,01-Jan,-8.5,Un 221.0,1.294985251
344,17,Chicago Bulls,Nov-21,Boston,W 121-107,Home,07-Oct,01-Jan,5.5,Un 229.5,2.78
345,18,Chicago Bulls,Nov-23,Milwaukee,W 118-113,Away,08-Oct,02-Jan,7,Ov 224.0,3.35
346,19,Chicago Bulls,Nov-25,Okla City,L 119-123,Away,08-Nov,02-Jan,-3,Ov 232.5,1.684931507
347,20,Chicago Bulls,Nov-28,Utah,W 114-107,Away,09-Nov,02-Jan,2,Un 235.0,2.04
348,21,Chicago Bulls,Nov-30,Phoenix,L 113-132,Away,09-Dec,02-Jan,5.5,Ov 227.0,2.75
349,22,Chicago Bulls,12-Feb,Golden State,L 111-119,Away,Sep-13,02-Jan,7,Un 237.0,3.3
350,23,Chicago Bulls,12-Apr,Sacramento,L 101-110,Away,Sep-14,02-Jan,3,Un 239.5,2.29
351,24,Chicago Bulls,12-Jul,Washington,W 115-111,Home,Oct-14,02-Jan,-5,Un 226.5,1.520833333
352,25,Chicago Bulls,12-Oct,Dallas,W 144-115,Home,Nov-14,02-Jan,-5,Ov 220.5,1.512820513
353,26,Chicago Bulls,12-Nov,Atlanta,L 122-123,Away,Nov-15,02-Jan,3.5,Ov 235.5,2.39
354,27,Chicago Bulls,Dec-14,New York,L 120-128,Home,Nov-16,02-Jan,-3.5,Ov 226.5,1.64516129
355,28,Chicago Bulls,Dec-16,New York,L 91-114,Home,Nov-17,02-Jan,-2.5,Un 225.5,1.714285714
356,29,Chicago Bulls,Dec-18,Minnesota,L 126-150,Away,Nov-18,02-Jan,-1.5,Ov 233.0,1.819672131
357,30,Chicago Bulls,Dec-20,Miami,W 113-103,Away,Dec-18,02-Jan,1.5,Un 221.5,2.07
358,31,Chicago Bulls,Dec-21,Atlanta,W 110-108,Away,13-18,02-Jan,5,Un 235.5,2.69
359,32,Chicago Bulls,Dec-23,New York,W 118-117,Away,14-18,02-Jan,6,Ov 225.0,2.9
360,33,Chicago Bulls,Dec-26,Houston,L 118-133,Home,14-19,02-Jan,-7,Ov 231.5,1.384615385
361,34,Chicago Bulls,Dec-28,Milwaukee,W 119-113,Home,15-19,03-Jan,2.5,Ov 230.5,2.2
362,35,Chicago Bulls,Dec-30,Detroit,W 132-118,Home,16-19,04-Jan,-7.5,Ov 230.5,1.363636364
363,36,Chicago Bulls,Dec-31,Cleveland,L 102-103,Home,16-20,04-Feb,1,Un 224.0,2.04
364,37,Chicago Bulls,01-Feb,Cleveland,L 134-145,Away,16-21,04-Mar,4,Ov 225.0,2.46
365,38,Chicago Bulls,01-Apr,Brooklyn,W 121-112,Home,17-21,04-Mar,5,Un 235.0,2.7
366,39,Chicago Bulls,01-Jun,Philadelphia,W 126-112,Away,18-21,04-Mar,5,Ov 233.5,2.78
367,40,Chicago Bulls,01-Jul,Utah,W 126-118,Home,19-21,04-Mar,2.5,Ov 238.5,2.15
368,41,Chicago Bulls,01-Sep,Boston,L 99-107,Away,19-22,04-Mar,9,Un 235.5,4.25
369,42,Chicago Bulls,01-Nov,Washington,L 97-100,Away,19-23,04-Mar,-1,Un 228.5,1.884955752
370,43,Chicago Bulls,Jan-13,Okla City,L 110-124,Home,19-24,04-Mar,-4.5,Ov 233.0,1.578034682
371,44,Chicago Bulls,Jan-15,Golden State,W 132-118,Home,20-24,04-Mar,6,Ov 237.5,2.91
372,45,Chicago Bulls,Jan-19,Detroit,W 126-108,Away,21-24,05-Mar,-7.5,Un 236.5,1.386100386
373,46,Chicago Bulls,Jan-23,Atlanta,W 111-100,Home,22-24,05-Mar,-1.5,Un 240.0,1.917431193
374,47,Chicago Bulls,Jan-24,Indiana,L 110-116,Away,22-25,05-Apr,-1.5,Un 234.5,1.833333333
375,48,Chicago Bulls,Jan-26,Charlotte,L 96-111,Away,22-26,05-Apr,-3,Un 236.0,1.675675676
376,49,Chicago Bulls,Jan-28,Orlando,W 128-109,Away,23-26,05-Apr,-2.5,Ov 230.5,1.775193798
377,50,Chicago Bulls,Jan-31,LA Clippers,L 103-108,Home,23-27,05-Apr,2.5,Un 225.5,2.21
378,51,Chicago Bulls,02-Feb,Charlotte,W 114-98,Home,24-27,05-Apr,-6.5,Un 238.5,1.416666667
379,52,Chicago Bulls,02-Apr,Portland,W 129-121,Home,25-27,05-Apr,-3,Ov 235.0,1.675675676
380,53,Chicago Bulls,02-Jun,San Antonio,W 128-104,Home,26-27,05-Apr,-9.5,Un 239.0,1.25
381,54,Chicago Bulls,02-Jul,Memphis,L 89-104,Away,26-28,05-Apr,9.5,Un 231.5,4.35
382,55,Chicago Bulls,02-Sep,Brooklyn,L 105-116,Away,26-29,05-Apr,-2.5,Un 227.0,1.714285714
383,56,Chicago Bulls,02-Nov,Cleveland,L 89-97,Away,26-30,05-May,6.5,Un 220.5,3.05
384,57,Chicago Bulls,Feb-13,Orlando,L 91-100,Home,26-31,05-May,-4,Un 225.5,1.581395349
385,58,Chicago Bulls,Feb-15,Indiana,L 113-117,Away,26-32,05-Jun,2.5,Ov 227.0,2.21
386,59,Chicago Bulls,Feb-16,Milwaukee,L 100-112,Home,26-33,05-Jul,7.5,Un 229.5,3.6
387,60,Chicago Bulls,Feb-24,Brooklyn,W 131-87,Home,27-33,05-Jul,-2,Un 222.5,1.819672131
388,61,Chicago Bulls,Feb-26,Washington,W 102-82,Home,28-33,05-Jul,-5.5,Un 223.0,1.485436893
389,62,Chicago Bulls,Feb-28,Toronto,L 98-104,Away,28-34,05-Jul,4.5,Un 219.5,2.56
390,63,Chicago Bulls,03-Jan,Detroit,W 117-115,Away,29-34,06-Jul,-6.5,Ov 223.0,1.390625
391,64,Chicago Bulls,03-Mar,Phoenix,L 104-125,Home,29-35,06-Jul,3.5,Ov 224.5,2.31
392,65,Chicago Bulls,03-May,Indiana,L 122-125,Home,29-36,06-Aug,-5.5,Ov 227.5,1.487804878
393,66,Chicago Bulls,03-Aug,Denver,W 117-96,Away,30-36,06-Aug,9,Un 225.5,3.94
394,67,Chicago Bulls,03-Nov,Houston,W 119-111,Away,31-36,06-Aug,-8,Ov 223.5,1.315457413
395,68,Chicago Bulls,Mar-15,Sacramento,L 114-117,Home,31-37,06-Aug,1.5,Un 237.5,2
396,69,Chicago Bulls,Mar-17,Minnesota,W 139-131,Home,32-37,06-Aug,-2.5,Ov 222.5,1.714285714
397,70,Chicago Bulls,Mar-18,Miami,W 113-99,Home,33-37,06-Aug,2.5,Un 216.5,2.17
398,71,Chicago Bulls,Mar-20,Philadelphia,W 109-105,Away,34-37,06-Aug,8,Un 227.0,3.73
399,72,Chicago Bulls,Mar-22,Philadelphia,L 91-116,Home,34-38,06-Aug,1.5,Un 220.0,2
400,73,Chicago Bulls,Mar-24,Portland,W 124-96,Away,35-38,06-Aug,-7.5,Ov 219.5,1.35971223
401,74,Chicago Bulls,Mar-26,LA Lakers,W 118-108,Away,36-38,06-Aug,5,Ov 224.5,2.8
402,75,Chicago Bulls,Mar-27,LA Clippers,L 112-124,Away,36-39,06-Aug,4.5,Ov 219.5,2.6
403,76,Chicago Bulls,Mar-29,LA Lakers,L 110-121,Home,36-40,06-Aug,3.5,Ov 227.5,2.35
404,77,Chicago Bulls,Mar-31,Charlotte,W 121-91,Away,37-40,06-Aug,-11.5,Un 223.5,1.178253119
405,78,Chicago Bulls,04-Feb,Memphis,W 128-107,Home,38-40,06-Aug,1,Ov 228.5,1.925925926
406,79,Chicago Bulls,04-Apr,Atlanta,L 105-123,Home,38-41,06-Aug,-5.5,Ov 227.5,1.487804878
407,80,Chicago Bulls,04-May,Milwaukee,L 92-105,Away,38-42,06-Sep,5.5,Un 230.5,2.74
408,81,Chicago Bulls,04-Jul,Dallas,W 115-112,Away,39-42,06-Sep,2,Ov 216.0,2.15
409,82,Chicago Bulls,04-Sep,Detroit,W 103-81,Home,40-42,07-Sep,-8.5,Un 220.5,1.27027027
410,1,Cleveland Cavaliers,Oct-19,Toronto,L 105-108,Away,0-1,0-0,2.5,Un 216.0,2.22
411,2,Cleveland Cavaliers,Oct-22,Chicago,W 128-96,Away,01-Jan,1-0,-1.5,Ov 220.5,1.862068966
412,3,Cleveland Cavaliers,Oct-23,Washington,W 117-107,Home,02-Jan,1-0,-3.5,Ov 216.5,1.617283951
413,4,Cleveland Cavaliers,Oct-26,Orlando,W 103-92,Home,03-Jan,1-0,-9,Un 215.5,1.25
414,5,Cleveland Cavaliers,Oct-28,Boston,W 132-123,Away,04-Jan,1-0,7,Ov 218.5,3.25
415,6,Cleveland Cavaliers,Oct-30,New York,W 121-108,Home,05-Jan,1-0,-3.5,Ov 220.0,1.625
416,7,Cleveland Cavaliers,11-Feb,Boston,W 114-113,Home,06-Jan,1-0,1.5,Ov 220.0,2.08
417,8,Cleveland Cavaliers,11-Apr,Detroit,W 112-88,Away,07-Jan,2-0,-4,Un 215.5,1.588235294
418,9,Cleveland Cavaliers,11-Jun,LA Lakers,W 114-100,Away,08-Jan,2-0,-5.5,Un 222.5,1.454545455
419,10,Cleveland Cavaliers,11-Jul,LA Clippers,L 117-119,Away,08-Feb,2-0,-4,Ov 212.0,1.595238095
420,11,Cleveland Cavaliers,11-Sep,Sacramento,L 120-127,Away,08-Mar,2-0,-4,Ov 228.0,1.555555556
421,12,Cleveland Cavaliers,11-Nov,Golden State,L 101-106,Away,08-Apr,2-0,3,Un 232.0,2.35
422,13,Cleveland Cavaliers,Nov-13,Minnesota,L 124-129,Home,08-May,2-0,-1,Ov 221.0,1.909090909
423,14,Cleveland Cavaliers,Nov-16,Milwaukee,L 98-113,Away,08-Jun,02-Jan,2,Un 218.0,2.13
424,15,Cleveland Cavaliers,Nov-18,Charlotte,W 132-122,Home,09-Jun,02-Jan,-10,Ov 219.5,1.222222222
425,16,Cleveland Cavaliers,Nov-20,Miami,W 113-87,Home,10-Jun,02-Jan,-7.5,Un 212.5,1.348432056
426,17,Cleveland Cavaliers,Nov-21,Atlanta,W 114-102,Home,11-Jun,02-Jan,-3,Un 227.5,1.666666667
427,18,Cleveland Cavaliers,Nov-23,Portland,W 114-96,Home,12-Jun,02-Jan,-7,Un 214.0,1.4
428,19,Cleveland Cavaliers,Nov-25,Milwaukee,L 102-117,Away,12-Jul,02-Feb,4,Ov 215.0,2.5
429,20,Cleveland Cavaliers,Nov-27,Detroit,W 102-94,Away,13-Jul,03-Feb,-8,Un 218.0,1.343642612
430,21,Cleveland Cavaliers,Nov-28,Toronto,L 88-100,Away,13-Aug,03-Feb,5,Un 218.0,2.72
431,22,Cleveland Cavaliers,Nov-30,Philadelphia,W 113-85,Home,14-Aug,03-Feb,-3.5,Un 209.0,1.617283951
432,23,Cleveland Cavaliers,12-Feb,Orlando,W 107-96,Home,15-Aug,03-Feb,-10.5,Un 218.0,1.199600798
433,24,Cleveland Cavaliers,12-Apr,New York,L 81-92,Away,15-Sep,03-Feb,-2.5,Un 222.0,1.775193798
434,25,Cleveland Cavaliers,12-Jun,LA Lakers,W 116-102,Home,16-Sep,03-Feb,-5.5,Un 224.5,1.476190476
435,26,Cleveland Cavaliers,12-Sep,Sacramento,L 95-106,Home,16-Oct,03-Feb,-3.5,Un 217.0,1.617283951
436,27,Cleveland Cavaliers,12-Oct,Okla City,W 110-102,Home,17-Oct,03-Feb,-5,Un 218.0,1.540540541
437,28,Cleveland Cavaliers,12-Dec,San Antonio,L 111-112,Away,17-Nov,03-Feb,-9.5,Ov 221.5,1.258397933
438,29,Cleveland Cavaliers,Dec-14,Dallas,W 105-90,Away,18-Nov,03-Feb,2.5,Un 217.5,2.25
439,30,Cleveland Cavaliers,Dec-16,Indiana,W 118-112,Home,19-Nov,04-Feb,-8,Ov 222.5,1.3125
440,31,Cleveland Cavaliers,Dec-17,Dallas,W 100-99,Home,20-Nov,04-Feb,-8.5,Un 212.0,1.280112045
441,32,Cleveland Cavaliers,Dec-19,Utah,W 122-99,Home,21-Nov,04-Feb,-7,Ov 220.0,1.4048583
442,33,Cleveland Cavaliers,Dec-21,Milwaukee,W 114-106,Home,22-Nov,05-Feb,-2.5,Ov 215.5,1.729927007
443,34,Cleveland Cavaliers,Dec-23,Toronto,L 107-118,Home,22-Dec,05-Feb,-4.5,Ov 214.0,1.537634409
444,35,Cleveland Cavaliers,Dec-26,Brooklyn,L 117-125,Home,22-13,05-Feb,-2,Ov 219.5,1.775193798
445,36,Cleveland Cavaliers,Dec-29,Indiana,L 126-135,Away,22-14,05-Mar,-4,Ov 225.5,1.617283951
446,37,Cleveland Cavaliers,Dec-31,Chicago,W 103-102,Away,23-14,06-Mar,-1,Un 224.0,1.869565217
447,38,Cleveland Cavaliers,01-Feb,Chicago,W 145-134,Home,24-14,07-Mar,-4,Ov 225.0,1.617283951
448,39,Cleveland Cavaliers,01-Apr,Phoenix,W 90-88,Home,25-14,07-Mar,-5,Un 216.5,1.5
449,40,Cleveland Cavaliers,01-Jun,Denver,L 108-121,Away,25-15,07-Mar,5.5,Ov 221.5,2.75
450,41,Cleveland Cavaliers,01-Aug,Phoenix,W 112-98,Away,26-15,07-Mar,-6,Un 215.5,1.454545455
451,42,Cleveland Cavaliers,01-Oct,Utah,L 114-116,Away,26-16,07-Mar,-2.5,Ov 226.5,1.735294118
452,43,Cleveland Cavaliers,01-Dec,Portland,W 119-113,Away,27-16,07-Mar,-1,Ov 224.5,1.925925926
453,44,Cleveland Cavaliers,Jan-14,Minnesota,L 102-110,Away,27-17,07-Mar,-4,Un 225.0,1.578034682
454,45,Cleveland Cavaliers,Jan-16,New Orleans,W 113-103,Home,28-17,07-Mar,-7.5,Un 223.0,1.350877193
455,46,Cleveland Cavaliers,Jan-18,Memphis,L 114-115,Away,28-18,07-Mar,7.5,Ov 227.0,3.39
456,47,Cleveland Cavaliers,Jan-20,Golden State,L 114-120,Home,28-19,07-Mar,-10.5,Ov 219.5,1.2
457,48,Cleveland Cavaliers,Jan-21,Milwaukee,W 114-102,Home,29-19,08-Mar,-3,Un 218.0,1.666666667
